plant_name,start_datetime,end_datetime,yield_kwh
양양풍력,2024-05-02 17:00:00,2024-05-02 18:00:00,5180.06017578125
양양풍력,2024-05-02 18:00:00,2024-05-02 19:00:00,11518.910576171875
양양풍력,2024-05-02 19:00:00,2024-05-02 20:00:00,15243.14638671875
양양풍력,2024-05-02 20:00:00,2024-05-02 21:00:00,11746.528354492188
양양풍력,2024-05-02 21:00:00,2024-05-02 22:00:00,12498.855068359375
양양풍력,2024-05-02 22:00:00,2024-05-02 23:00:00,12250.491064453125
양양풍력,2024-05-02 23:00:00,2024-05-03 00:00:00,11618.581030273437
양양풍력,2024-05-03 00:00:00,2024-05-03 01:00:00,12657.448442382813
양양풍력,2024-05-03 01:00:00,2024-05-03 02:00:00,4027.5917333984376
양양풍력,2024-05-03 02:00:00,2024-05-03 03:00:00,4411.525874023438
양양풍력,2024-05-03 03:00:00,2024-05-03 04:00:00,12341.355830078126
양양풍력,2024-05-03 04:00:00,2024-05-03 05:00:00,20184.274384765624
양양풍력,2024-05-03 05:00:00,2024-05-03 06:00:00,21677.047143554686
양양풍력,2024-05-03 06:00:00,2024-05-03 07:00:00,17634.2765234375
양양풍력,2024-05-03 07:00:00,2024-05-03 08:00:00,11383.411811523438
양양풍력,2024-05-03 08:00:00,2024-05-03 09:00:00,3954.5057958984376
양양풍력,2024-05-03 09:00:00,2024-05-03 10:00:00,0.0
양양풍력,2024-05-03 10:00:00,2024-05-03 11:00:00,0.0
양양풍력,2024-05-03 11:00:00,2024-05-03 12:00:00,0.0
양양풍력,2024-05-03 12:00:00,2024-05-03 13:00:00,0.0
양양풍력,2024-05-03 13:00:00,2024-05-03 14:00:00,0.0
양양풍력,2024-05-03 14:00:00,2024-05-03 15:00:00,0.0
양양풍력,2024-05-03 15:00:00,2024-05-03 16:00:00,0.0
양양풍력,2024-05-03 16:00:00,2024-05-03 17:00:00,0.0
양양풍력,2024-05-03 17:00:00,2024-05-03 18:00:00,1051.4773974609375
양양풍력,2024-05-03 18:00:00,2024-05-03 19:00:00,1594.8201171875
양양풍력,2024-05-03 19:00:00,2024-05-03 20:00:00,4366.464189453125
양양풍력,2024-05-03 20:00:00,2024-05-03 21:00:00,2968.89650390625
양양풍력,2024-05-03 21:00:00,2024-05-03 22:00:00,4354.363393554688
양양풍력,2024-05-03 22:00:00,2024-05-03 23:00:00,5339.134697265625
양양풍력,2024-05-03 23:00:00,2024-05-04 00:00:00,7172.0946484375
양양풍력,2024-05-04 00:00:00,2024-05-04 01:00:00,2796.34220703125
양양풍력,2024-05-04 01:00:00,2024-05-04 02:00:00,232.6553466796875
양양풍력,2024-05-04 02:00:00,2024-05-04 03:00:00,2503.7577490234376
양양풍력,2024-05-04 03:00:00,2024-05-04 04:00:00,5574.507358398438
양양풍력,2024-05-04 04:00:00,2024-05-04 05:00:00,7644.286796875
양양풍력,2024-05-04 05:00:00,2024-05-04 06:00:00,5246.299184570313
양양풍력,2024-05-04 06:00:00,2024-05-04 07:00:00,5376.209443359376
양양풍력,2024-05-04 07:00:00,2024-05-04 08:00:00,14808.367788085938
양양풍력,2024-05-04 08:00:00,2024-05-04 09:00:00,12073.670839843751
양양풍력,2024-05-04 09:00:00,2024-05-04 10:00:00,2333.62671875
양양풍력,2024-05-04 10:00:00,2024-05-04 11:00:00,0.0
양양풍력,2024-05-04 11:00:00,2024-05-04 12:00:00,4536.913188476563
양양풍력,2024-05-04 12:00:00,2024-05-04 13:00:00,6404.2867041015625
양양풍력,2024-05-04 13:00:00,2024-05-04 14:00:00,9843.46390625
양양풍력,2024-05-04 14:00:00,2024-05-04 15:00:00,11748.755004882812
양양풍력,2024-05-04 15:00:00,2024-05-04 16:00:00,12859.025927734376
양양풍력,2024-05-04 16:00:00,2024-05-04 17:00:00,7964.439946289062
양양풍력,2024-05-04 17:00:00,2024-05-04 18:00:00,11559.874619140624
양양풍력,2024-05-04 18:00:00,2024-05-04 19:00:00,12412.478959960938
양양풍력,2024-05-04 19:00:00,2024-05-04 20:00:00,9725.672568359376
양양풍력,2024-05-04 20:00:00,2024-05-04 21:00:00,7251.82947265625
양양풍력,2024-05-04 21:00:00,2024-05-04 22:00:00,261.2602783203124
양양풍력,2024-05-04 22:00:00,2024-05-04 23:00:00,0.0
양양풍력,2024-05-04 23:00:00,2024-05-05 00:00:00,2008.248857421875
양양풍력,2024-05-05 00:00:00,2024-05-05 01:00:00,0.0
양양풍력,2024-05-05 01:00:00,2024-05-05 02:00:00,0.0
양양풍력,2024-05-05 02:00:00,2024-05-05 03:00:00,8504.76015625
양양풍력,2024-05-05 03:00:00,2024-05-05 04:00:00,9652.318134765625
양양풍력,2024-05-05 04:00:00,2024-05-05 05:00:00,2865.625190429688
양양풍력,2024-05-05 05:00:00,2024-05-05 06:00:00,24.338652343750255
양양풍력,2024-05-05 06:00:00,2024-05-05 07:00:00,0.0
양양풍력,2024-05-05 07:00:00,2024-05-05 08:00:00,0.0
양양풍력,2024-05-05 08:00:00,2024-05-05 09:00:00,531.8008886718749
양양풍력,2024-05-05 09:00:00,2024-05-05 10:00:00,1312.8042578125
양양풍력,2024-05-05 10:00:00,2024-05-05 11:00:00,9297.024350585938
양양풍력,2024-05-05 11:00:00,2024-05-05 12:00:00,15092.168525390625
양양풍력,2024-05-05 12:00:00,2024-05-05 13:00:00,24730.013090820314
양양풍력,2024-05-05 13:00:00,2024-05-05 14:00:00,21494.731079101562
양양풍력,2024-05-05 14:00:00,2024-05-05 15:00:00,20534.13126953125
양양풍력,2024-05-05 15:00:00,2024-05-05 16:00:00,27949.60790527344
양양풍력,2024-05-05 16:00:00,2024-05-05 17:00:00,28320.6219921875
양양풍력,2024-05-05 17:00:00,2024-05-05 18:00:00,28240.719541015624
양양풍력,2024-05-05 18:00:00,2024-05-05 19:00:00,32077.774326171875
양양풍력,2024-05-05 19:00:00,2024-05-05 20:00:00,33610.48674316406
양양풍력,2024-05-05 20:00:00,2024-05-05 21:00:00,31642.84177246094
양양풍력,2024-05-05 21:00:00,2024-05-05 22:00:00,32565.472397460937
양양풍력,2024-05-05 22:00:00,2024-05-05 23:00:00,33900.62690429688
양양풍력,2024-05-05 23:00:00,2024-05-06 00:00:00,23805.554775390625
양양풍력,2024-05-06 00:00:00,2024-05-06 01:00:00,35421.52826660156
양양풍력,2024-05-06 01:00:00,2024-05-06 02:00:00,33841.450703125
양양풍력,2024-05-06 02:00:00,2024-05-06 03:00:00,33957.41157226563
양양풍력,2024-05-06 03:00:00,2024-05-06 04:00:00,35811.318115234375
양양풍력,2024-05-06 04:00:00,2024-05-06 05:00:00,30746.140771484374
양양풍력,2024-05-06 05:00:00,2024-05-06 06:00:00,18276.934931640626
양양풍력,2024-05-06 06:00:00,2024-05-06 07:00:00,21474.76073730469
양양풍력,2024-05-06 07:00:00,2024-05-06 08:00:00,16170.130092773437
양양풍력,2024-05-06 08:00:00,2024-05-06 09:00:00,13587.748276367187
양양풍력,2024-05-06 09:00:00,2024-05-06 10:00:00,10714.587084960938
양양풍력,2024-05-06 10:00:00,2024-05-06 11:00:00,4705.773022460938
양양풍력,2024-05-06 11:00:00,2024-05-06 12:00:00,1735.2544189453124
양양풍력,2024-05-06 12:00:00,2024-05-06 13:00:00,3136.7922802734374
양양풍력,2024-05-06 13:00:00,2024-05-06 14:00:00,4720.736821289062
양양풍력,2024-05-06 14:00:00,2024-05-06 15:00:00,10878.374780273438
양양풍력,2024-05-06 15:00:00,2024-05-06 16:00:00,18338.496923828126
양양풍력,2024-05-06 16:00:00,2024-05-06 17:00:00,25645.328549804686
양양풍력,2024-05-06 17:00:00,2024-05-06 18:00:00,15229.730239257813
양양풍력,2024-05-06 18:00:00,2024-05-06 19:00:00,14519.800122070312
양양풍력,2024-05-06 19:00:00,2024-05-06 20:00:00,14873.921274414062
양양풍력,2024-05-06 20:00:00,2024-05-06 21:00:00,9351.441416015625
양양풍력,2024-05-06 21:00:00,2024-05-06 22:00:00,8339.903647460938
양양풍력,2024-05-06 22:00:00,2024-05-06 23:00:00,1673.9901953125
양양풍력,2024-05-06 23:00:00,2024-05-07 00:00:00,6409.007299804687
양양풍력,2024-05-07 00:00:00,2024-05-07 01:00:00,11986.625883789062
양양풍력,2024-05-07 01:00:00,2024-05-07 02:00:00,3782.7607958984377
양양풍력,2024-05-07 02:00:00,2024-05-07 03:00:00,2962.8441064453127
양양풍력,2024-05-07 03:00:00,2024-05-07 04:00:00,0.0
양양풍력,2024-05-07 04:00:00,2024-05-07 05:00:00,0.0
양양풍력,2024-05-07 05:00:00,2024-05-07 06:00:00,0.0
양양풍력,2024-05-07 06:00:00,2024-05-07 07:00:00,46.64477050781261
양양풍력,2024-05-07 07:00:00,2024-05-07 08:00:00,0.0
양양풍력,2024-05-07 08:00:00,2024-05-07 09:00:00,96.28767578125007
양양풍력,2024-05-07 09:00:00,2024-05-07 10:00:00,11105.208149414062
양양풍력,2024-05-07 10:00:00,2024-05-07 11:00:00,15625.078984374999
양양풍력,2024-05-07 11:00:00,2024-05-07 12:00:00,24712.11896484375
양양풍력,2024-05-07 12:00:00,2024-05-07 13:00:00,25325.570556640625
양양풍력,2024-05-07 13:00:00,2024-05-07 14:00:00,27103.138725585937
양양풍력,2024-05-07 14:00:00,2024-05-07 15:00:00,23349.273168945314
양양풍력,2024-05-07 15:00:00,2024-05-07 16:00:00,27134.3079296875
양양풍력,2024-05-07 16:00:00,2024-05-07 17:00:00,23144.537490234376
양양풍력,2024-05-07 17:00:00,2024-05-07 18:00:00,20733.907836914062
양양풍력,2024-05-07 18:00:00,2024-05-07 19:00:00,19233.738193359375
양양풍력,2024-05-07 19:00:00,2024-05-07 20:00:00,21473.310327148436
양양풍력,2024-05-07 20:00:00,2024-05-07 21:00:00,20480.702783203124
양양풍력,2024-05-07 21:00:00,2024-05-07 22:00:00,15029.600268554688
양양풍력,2024-05-07 22:00:00,2024-05-07 23:00:00,13469.267114257813
양양풍력,2024-05-07 23:00:00,2024-05-08 00:00:00,14020.495102539062
양양풍력,2024-05-08 00:00:00,2024-05-08 01:00:00,18439.454155273437
양양풍력,2024-05-08 01:00:00,2024-05-08 02:00:00,17339.31376464844
양양풍력,2024-05-08 02:00:00,2024-05-08 03:00:00,17934.302548828124
양양풍력,2024-05-08 03:00:00,2024-05-08 04:00:00,16727.144267578125
양양풍력,2024-05-08 04:00:00,2024-05-08 05:00:00,15787.000048828128
양양풍력,2024-05-08 05:00:00,2024-05-08 06:00:00,16428.978305664063
양양풍력,2024-05-08 06:00:00,2024-05-08 07:00:00,14826.627216796875
양양풍력,2024-05-08 07:00:00,2024-05-08 08:00:00,12369.020458984374
양양풍력,2024-05-08 08:00:00,2024-05-08 09:00:00,20065.528251953125
양양풍력,2024-05-08 09:00:00,2024-05-08 10:00:00,8356.767280273438
양양풍력,2024-05-08 10:00:00,2024-05-08 11:00:00,1153.4503662109373
양양풍력,2024-05-08 11:00:00,2024-05-08 12:00:00,7213.361518554688
양양풍력,2024-05-08 12:00:00,2024-05-08 13:00:00,18353.662475585938
양양풍력,2024-05-08 13:00:00,2024-05-08 14:00:00,17229.289311523436
양양풍력,2024-05-08 14:00:00,2024-05-08 15:00:00,12192.012685546875
양양풍력,2024-05-08 15:00:00,2024-05-08 16:00:00,9730.836713867187
양양풍력,2024-05-08 16:00:00,2024-05-08 17:00:00,6842.9993896484375
양양풍력,2024-05-08 17:00:00,2024-05-08 18:00:00,1618.9507666015625
양양풍력,2024-05-08 18:00:00,2024-05-08 19:00:00,1087.3159228515624
양양풍력,2024-05-08 19:00:00,2024-05-08 20:00:00,1189.8296533203124
양양풍력,2024-05-08 20:00:00,2024-05-08 21:00:00,10020.85421875
양양풍력,2024-05-08 21:00:00,2024-05-08 22:00:00,12740.635327148437
양양풍력,2024-05-08 22:00:00,2024-05-08 23:00:00,16953.822646484376
양양풍력,2024-05-08 23:00:00,2024-05-09 00:00:00,11138.536772460937
양양풍력,2024-05-09 00:00:00,2024-05-09 01:00:00,12321.386118164062
양양풍력,2024-05-09 01:00:00,2024-05-09 02:00:00,14516.075649414062
양양풍력,2024-05-09 02:00:00,2024-05-09 03:00:00,17856.2185546875
양양풍력,2024-05-09 03:00:00,2024-05-09 04:00:00,15229.275239257813
양양풍력,2024-05-09 04:00:00,2024-05-09 05:00:00,19820.86388671875
양양풍력,2024-05-09 05:00:00,2024-05-09 06:00:00,14510.084409179686
양양풍력,2024-05-09 06:00:00,2024-05-09 07:00:00,14222.22904296875
양양풍력,2024-05-09 07:00:00,2024-05-09 08:00:00,15592.437275390625
양양풍력,2024-05-09 08:00:00,2024-05-09 09:00:00,8460.009365234375
양양풍력,2024-05-09 09:00:00,2024-05-09 10:00:00,11171.243486328125
양양풍력,2024-05-09 10:00:00,2024-05-09 11:00:00,12565.765258789062
양양풍력,2024-05-09 11:00:00,2024-05-09 12:00:00,7668.227529296875
양양풍력,2024-05-09 12:00:00,2024-05-09 13:00:00,4957.379594726563
양양풍력,2024-05-09 13:00:00,2024-05-09 14:00:00,5506.062470703125
양양풍력,2024-05-09 14:00:00,2024-05-09 15:00:00,5284.616953125
양양풍력,2024-05-09 15:00:00,2024-05-09 16:00:00,6340.800439453125
양양풍력,2024-05-09 16:00:00,2024-05-09 17:00:00,11685.579409179689
양양풍력,2024-05-09 17:00:00,2024-05-09 18:00:00,14158.45302734375
양양풍력,2024-05-09 18:00:00,2024-05-09 19:00:00,16570.005712890626
양양풍력,2024-05-09 19:00:00,2024-05-09 20:00:00,11630.442236328125
양양풍력,2024-05-09 20:00:00,2024-05-09 21:00:00,17184.694853515626
양양풍력,2024-05-09 21:00:00,2024-05-09 22:00:00,26939.096557617188
양양풍력,2024-05-09 22:00:00,2024-05-09 23:00:00,24107.172778320313
양양풍력,2024-05-09 23:00:00,2024-05-10 00:00:00,25668.457709960938
양양풍력,2024-05-10 00:00:00,2024-05-10 01:00:00,27861.177705078124
양양풍력,2024-05-10 01:00:00,2024-05-10 02:00:00,36036.03483398438
양양풍력,2024-05-10 02:00:00,2024-05-10 03:00:00,26097.68453125
양양풍력,2024-05-10 03:00:00,2024-05-10 04:00:00,17271.39923828125
양양풍력,2024-05-10 04:00:00,2024-05-10 05:00:00,23175.298754882813
양양풍력,2024-05-10 05:00:00,2024-05-10 06:00:00,38452.63706054688
양양풍력,2024-05-10 06:00:00,2024-05-10 07:00:00,34747.29019042969
양양풍력,2024-05-10 07:00:00,2024-05-10 08:00:00,28494.265615234377
양양풍력,2024-05-10 08:00:00,2024-05-10 09:00:00,29234.455859375
양양풍력,2024-05-10 09:00:00,2024-05-10 10:00:00,13861.403046875
양양풍력,2024-05-10 10:00:00,2024-05-10 11:00:00,5017.961713867187
양양풍력,2024-05-10 11:00:00,2024-05-10 12:00:00,6939.542514648438
양양풍력,2024-05-10 12:00:00,2024-05-10 13:00:00,10180.767939453126
양양풍력,2024-05-10 13:00:00,2024-05-10 14:00:00,9873.589697265625
양양풍력,2024-05-10 14:00:00,2024-05-10 15:00:00,10040.611787109376
양양풍력,2024-05-10 15:00:00,2024-05-10 16:00:00,3321.9830029296877
양양풍력,2024-05-10 16:00:00,2024-05-10 17:00:00,0.0
양양풍력,2024-05-10 17:00:00,2024-05-10 18:00:00,0.0
양양풍력,2024-05-10 18:00:00,2024-05-10 19:00:00,2908.7149658203125
양양풍력,2024-05-10 19:00:00,2024-05-10 20:00:00,4264.839228515625
양양풍력,2024-05-10 20:00:00,2024-05-10 21:00:00,2406.5259765624996
양양풍력,2024-05-10 21:00:00,2024-05-10 22:00:00,4954.795849609375
양양풍력,2024-05-10 22:00:00,2024-05-10 23:00:00,17446.978618164063
양양풍력,2024-05-10 23:00:00,2024-05-11 00:00:00,12539.11396484375
양양풍력,2024-05-11 00:00:00,2024-05-11 01:00:00,13653.369760742187
양양풍력,2024-05-11 01:00:00,2024-05-11 02:00:00,16298.740366210937
양양풍력,2024-05-11 02:00:00,2024-05-11 03:00:00,15031.452670898438
양양풍력,2024-05-11 03:00:00,2024-05-11 04:00:00,18451.478769531248
양양풍력,2024-05-11 04:00:00,2024-05-11 05:00:00,10808.882109375001
양양풍력,2024-05-11 05:00:00,2024-05-11 06:00:00,10822.801147460938
양양풍력,2024-05-11 06:00:00,2024-05-11 07:00:00,13487.281381835937
양양풍력,2024-05-11 07:00:00,2024-05-11 08:00:00,10571.600830078125
양양풍력,2024-05-11 08:00:00,2024-05-11 09:00:00,15913.181923828124
양양풍력,2024-05-11 09:00:00,2024-05-11 10:00:00,26383.364189453125
양양풍력,2024-05-11 10:00:00,2024-05-11 11:00:00,21146.93063964844
양양풍력,2024-05-11 11:00:00,2024-05-11 12:00:00,15627.053642578125
양양풍력,2024-05-11 12:00:00,2024-05-11 13:00:00,17947.045375976562
양양풍력,2024-05-11 13:00:00,2024-05-11 14:00:00,19805.46296875
양양풍력,2024-05-11 14:00:00,2024-05-11 15:00:00,22492.970444335937
양양풍력,2024-05-11 15:00:00,2024-05-11 16:00:00,21536.509306640626
양양풍력,2024-05-11 16:00:00,2024-05-11 17:00:00,22863.78208984375
양양풍력,2024-05-11 17:00:00,2024-05-11 18:00:00,18932.357158203125
양양풍력,2024-05-11 18:00:00,2024-05-11 19:00:00,13104.334184570313
양양풍력,2024-05-11 19:00:00,2024-05-11 20:00:00,20596.7575390625
양양풍력,2024-05-11 20:00:00,2024-05-11 21:00:00,30669.805971679685
양양풍력,2024-05-11 21:00:00,2024-05-11 22:00:00,34450.9620703125
양양풍력,2024-05-11 22:00:00,2024-05-11 23:00:00,24981.79033203125
양양풍력,2024-05-11 23:00:00,2024-05-12 00:00:00,23326.74900390625
양양풍력,2024-05-12 00:00:00,2024-05-12 01:00:00,18447.384135742188
양양풍력,2024-05-12 01:00:00,2024-05-12 02:00:00,25613.037978515626
양양풍력,2024-05-12 02:00:00,2024-05-12 03:00:00,35840.4452734375
양양풍력,2024-05-12 03:00:00,2024-05-12 04:00:00,23502.689658203126
양양풍력,2024-05-12 04:00:00,2024-05-12 05:00:00,14215.513623046874
양양풍력,2024-05-12 05:00:00,2024-05-12 06:00:00,11490.592231445313
양양풍력,2024-05-12 06:00:00,2024-05-12 07:00:00,11898.688696289062
양양풍력,2024-05-12 07:00:00,2024-05-12 08:00:00,14540.90162109375
양양풍력,2024-05-12 08:00:00,2024-05-12 09:00:00,21300.6941796875
양양풍력,2024-05-12 09:00:00,2024-05-12 10:00:00,29247.941064453124
양양풍력,2024-05-12 10:00:00,2024-05-12 11:00:00,14813.49515625
양양풍력,2024-05-12 11:00:00,2024-05-12 12:00:00,13771.68931640625
양양풍력,2024-05-12 12:00:00,2024-05-12 13:00:00,13116.242294921874
양양풍력,2024-05-12 13:00:00,2024-05-12 14:00:00,11221.785581054688
양양풍력,2024-05-12 14:00:00,2024-05-12 15:00:00,13210.19447265625
양양풍력,2024-05-12 15:00:00,2024-05-12 16:00:00,17406.0496484375
양양풍력,2024-05-12 16:00:00,2024-05-12 17:00:00,14431.431459960937
양양풍력,2024-05-12 17:00:00,2024-05-12 18:00:00,7815.446494140625
양양풍력,2024-05-12 18:00:00,2024-05-12 19:00:00,3429.822890625
양양풍력,2024-05-12 19:00:00,2024-05-12 20:00:00,3832.4252880859376
양양풍력,2024-05-12 20:00:00,2024-05-12 21:00:00,737.6707666015625
양양풍력,2024-05-12 21:00:00,2024-05-12 22:00:00,0.0
양양풍력,2024-05-12 22:00:00,2024-05-12 23:00:00,0.0
양양풍력,2024-05-12 23:00:00,2024-05-13 00:00:00,6584.197885742187
양양풍력,2024-05-13 00:00:00,2024-05-13 01:00:00,9457.786274414062
양양풍력,2024-05-13 01:00:00,2024-05-13 02:00:00,13053.694291992188
양양풍력,2024-05-13 02:00:00,2024-05-13 03:00:00,14940.430131835938
양양풍력,2024-05-13 03:00:00,2024-05-13 04:00:00,15904.359252929688
양양풍력,2024-05-13 04:00:00,2024-05-13 05:00:00,13378.520463867188
양양풍력,2024-05-13 05:00:00,2024-05-13 06:00:00,8057.802822265625
양양풍력,2024-05-13 06:00:00,2024-05-13 07:00:00,5459.310981445313
양양풍력,2024-05-13 07:00:00,2024-05-13 08:00:00,5066.873056640625
양양풍력,2024-05-13 08:00:00,2024-05-13 09:00:00,3702.6739111328125
양양풍력,2024-05-13 09:00:00,2024-05-13 10:00:00,79.70839843749991
양양풍력,2024-05-13 10:00:00,2024-05-13 11:00:00,2000.8431689453125
양양풍력,2024-05-13 11:00:00,2024-05-13 12:00:00,0.0
양양풍력,2024-05-13 12:00:00,2024-05-13 13:00:00,58.954648437500055
양양풍력,2024-05-13 13:00:00,2024-05-13 14:00:00,3679.645947265625
양양풍력,2024-05-13 14:00:00,2024-05-13 15:00:00,4538.9590234375
양양풍력,2024-05-13 15:00:00,2024-05-13 16:00:00,4505.274604492188
양양풍력,2024-05-13 16:00:00,2024-05-13 17:00:00,5874.733813476562
양양풍력,2024-05-13 17:00:00,2024-05-13 18:00:00,7334.2510986328125
양양풍력,2024-05-13 18:00:00,2024-05-13 19:00:00,13193.65900390625
양양풍력,2024-05-13 19:00:00,2024-05-13 20:00:00,21105.911708984375
양양풍력,2024-05-13 20:00:00,2024-05-13 21:00:00,25449.51283203125
양양풍력,2024-05-13 21:00:00,2024-05-13 22:00:00,21944.799140625
양양풍력,2024-05-13 22:00:00,2024-05-13 23:00:00,26778.368876953125
양양풍력,2024-05-13 23:00:00,2024-05-14 00:00:00,21602.987231445313
양양풍력,2024-05-14 00:00:00,2024-05-14 01:00:00,21018.008037109375
양양풍력,2024-05-14 01:00:00,2024-05-14 02:00:00,23875.251850585937
양양풍력,2024-05-14 02:00:00,2024-05-14 03:00:00,16411.552700195312
양양풍력,2024-05-14 03:00:00,2024-05-14 04:00:00,14553.131875
양양풍력,2024-05-14 04:00:00,2024-05-14 05:00:00,23978.445327148438
양양풍력,2024-05-14 05:00:00,2024-05-14 06:00:00,30438.105087890624
양양풍력,2024-05-14 06:00:00,2024-05-14 07:00:00,26248.004169921875
양양풍력,2024-05-14 07:00:00,2024-05-14 08:00:00,23946.265400390625
양양풍력,2024-05-14 08:00:00,2024-05-14 09:00:00,19665.997490234375
양양풍력,2024-05-14 09:00:00,2024-05-14 10:00:00,14170.712485351563
양양풍력,2024-05-14 10:00:00,2024-05-14 11:00:00,10395.286953125
양양풍력,2024-05-14 11:00:00,2024-05-14 12:00:00,15858.65419921875
양양풍력,2024-05-14 12:00:00,2024-05-14 13:00:00,15779.884521484375
양양풍력,2024-05-14 13:00:00,2024-05-14 14:00:00,9012.998979492188
양양풍력,2024-05-14 14:00:00,2024-05-14 15:00:00,7090.61962890625
양양풍력,2024-05-14 15:00:00,2024-05-14 16:00:00,10270.501572265624
양양풍력,2024-05-14 16:00:00,2024-05-14 17:00:00,14019.377329101562
양양풍력,2024-05-14 17:00:00,2024-05-14 18:00:00,10582.254990234374
양양풍력,2024-05-14 18:00:00,2024-05-14 19:00:00,7256.549912109375
양양풍력,2024-05-14 19:00:00,2024-05-14 20:00:00,6923.721684570312
양양풍력,2024-05-14 20:00:00,2024-05-14 21:00:00,0.0
양양풍력,2024-05-14 21:00:00,2024-05-14 22:00:00,0.0
양양풍력,2024-05-14 22:00:00,2024-05-14 23:00:00,5114.093256835938
양양풍력,2024-05-14 23:00:00,2024-05-15 00:00:00,14106.21048828125
양양풍력,2024-05-15 00:00:00,2024-05-15 01:00:00,6849.751171875
양양풍력,2024-05-15 01:00:00,2024-05-15 02:00:00,248.63077636718754
양양풍력,2024-05-15 02:00:00,2024-05-15 03:00:00,0.0
양양풍력,2024-05-15 03:00:00,2024-05-15 04:00:00,1985.4911572265623
양양풍력,2024-05-15 04:00:00,2024-05-15 05:00:00,151.61099121093775
양양풍력,2024-05-15 05:00:00,2024-05-15 06:00:00,10615.156547851562
양양풍력,2024-05-15 06:00:00,2024-05-15 07:00:00,16095.091191406249
양양풍력,2024-05-15 07:00:00,2024-05-15 08:00:00,11270.509853515625
양양풍력,2024-05-15 08:00:00,2024-05-15 09:00:00,8771.49822265625
양양풍력,2024-05-15 09:00:00,2024-05-15 10:00:00,7391.621831054687
양양풍력,2024-05-15 10:00:00,2024-05-15 11:00:00,4089.748984375
양양풍력,2024-05-15 11:00:00,2024-05-15 12:00:00,463.28461425781256
양양풍력,2024-05-15 12:00:00,2024-05-15 13:00:00,8792.062646484375
양양풍력,2024-05-15 13:00:00,2024-05-15 14:00:00,14546.854907226563
양양풍력,2024-05-15 14:00:00,2024-05-15 15:00:00,20775.312456054686
